sku,product_name,family,product_type,role,lifecycle_status,do_not_spec,successor,inputs,outputs,transport_type,resolution_bandwidth,usb,audio,control,network_requirement,dependencies,compatible_families,application_fit,disqualifiers,quote_warnings,evidence_source,last_reviewed,reviewer
AMP-2120,Advanced 2 or 4 Channel Amplifier,Audio,Advanced 2 or 4 Channel Amplifier,primary-hardware,review,false,,,,Audio,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
AMP-2120-DNT,Advanced 1 or 2 Channel Dante Amplifier with support for Low and High Impedance Speaker Systems - WyreStorm,Audio,Advanced 1 or 2 Channel Dante Amplifier with support for Low and High Impedance Speaker Systems - WyreStorm,primary-hardware,review,false,,,,Audio,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
AMP-260-DNT,Advanced 2 or 4 Channel Dante Amplifier - WyreStorm,Audio,Advanced 2 or 4 Channel Dante Amplifier - WyreStorm,primary-hardware,review,false,,,,Audio,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
APO-100-UC,Apollo Series Conference Speakerphone - WyreStorm,Presentation / UC,Apollo Series Conference Speakerphone - WyreStorm,primary-hardware,review,false,,,,Presentation / UC,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
APO-200-UC,Apollo Series Conference Speakerphone & Switcher - WyreStorm,Presentation / UC,Apollo Series Conference Speakerphone & Switcher - WyreStorm,primary-hardware,review,false,,,,Presentation / UC,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
APO-210-UC,Apollo TM Video-speakerphone switcher,UC / conferencing,Apollo TM Video-speakerphone switcher,primary-hardware,review,false,,,,UC / conferencing,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
APO-COM-MIC,Add-On Microphone for Apollo Video Bar - WyreStorm,Presentation / UC,Add-On Microphone for Apollo Video Bar - WyreStorm,accessory,review,false,,,,Presentation / UC,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
APO-DG-DOCK,Docking Cradle for APO-DG2 Wireless Casting Dongle and APO-DG-HDMI Adapter - WyreStorm,Presentation / UC,Docking Cradle for APO-DG2 Wireless Casting Dongle and APO-DG-HDMI Adapter - WyreStorm,workflow-endpoint,review,false,,,,Presentation / UC,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
APO-DG-HDMI,HDMI+USB A to USB-C Adapter for the APO-DG1 & DG2 - WyreStorm,Presentation / UC,HDMI+USB A to USB-C Adapter for the APO-DG1 & DG2 - WyreStorm,workflow-endpoint,review,false,,,,Presentation / UC,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
APO-DG1,Apollo TM 1080p USB-C(DP Atl mode) dongle for wireless casting,UC / conferencing,Apollo TM 1080p USB-C(DP Atl mode) dongle for wireless casting,workflow-endpoint,review,false,,,,UC / conferencing,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
APO-DG2,Apollo USB-C Wireless Casting Dongle - WyreStorm,Presentation / UC,Apollo USB-C Wireless Casting Dongle - WyreStorm,workflow-endpoint,review,false,,,,Presentation / UC,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
APO-DG2-PRO,Apollo USB-C Wireless Casting Dongle - WyreStorm,Presentation / UC,Apollo USB-C Wireless Casting Dongle - WyreStorm,workflow-endpoint,review,false,,,,Presentation / UC,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
APO-MIC-EXT,USB Extender for Apollo Add-On Mic - WyreStorm,Presentation / UC,USB Extender for Apollo Add-On Mic - WyreStorm,accessory,review,false,,,,Presentation / UC,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
APO-SKY-MIC,Companion Add-on Ceiling Mic for Apollo Video Bar and Microphone Hub - WyreStorm,Presentation / UC,Companion Add-on Ceiling Mic for Apollo Video Bar and Microphone Hub - WyreStorm,accessory,review,false,,,,Presentation / UC,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
APO-VX20-MNT,Display Mount for Apollo VX20 Video Bars - WyreStorm,Presentation / UC,Display Mount for Apollo VX20 Video Bars - WyreStorm,accessory,review,false,,,,Presentation / UC,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
APO-VX20-UC,Apollo TM Video Bar & Switcher,UC / conferencing,Apollo TM Video Bar & Switcher,primary-hardware,review,false,,,,UC / conferencing,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
APO-VX20-UC-V2,Video Bar for Conference Rooms: Advanced Meeting Solution,Presentation / UC,Video Bar for Conference Rooms: Advanced Meeting Solution,primary-hardware,review,false,,,,Presentation / UC,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-DAOC-10-C,"32Gbps 8K 60Hz DisplayPort 1.4 Active Optical Cable with DP++ Support (10m/32ft) CPR, CL3 Approvals - WyreStorm",Cables,"32Gbps 8K 60Hz DisplayPort 1.4 Active Optical Cable with DP++ Support (10m/32ft) CPR, CL3 Approvals - WyreStorm",cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-DAOC-10-P,"32Gbps 8K 60Hz DisplayPort 1.4 Active Optical Cable with DP++ Support (10m/32ft) Plenum, FT6 Approvals - WyreStorm",Cables,"32Gbps 8K 60Hz DisplayPort 1.4 Active Optical Cable with DP++ Support (10m/32ft) Plenum, FT6 Approvals - WyreStorm",cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-HAOC-10,10m/32ft HDMI 2.0 AOC,Cable / accessory,10m/32ft HDMI 2.0 AOC,cable,review,false,,,,Cable / accessory,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-HAOC-15,15m/49ft HDMI 2.0 AOC,Cable / accessory,15m/49ft HDMI 2.0 AOC,cable,review,false,,,,Cable / accessory,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-HAOC-15-C,Active Optical HDMI Cable | 4K HDR 4:4:4/60| WyreStorm,Cables,Active Optical HDMI Cable | 4K HDR 4:4:4/60| WyreStorm,cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-HAOC-15-P,24Gbps 4-core Active Optical HDMI Cable | WyreStorm,Cables,24Gbps 4-core Active Optical HDMI Cable | WyreStorm,cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-HAOC-2,"24Gbps 4-Core Active Optical HDMI Cable | 4K HDR 4:4:4/60, ARC, CEC, ALLM & VRR | Kevlar strengthened | ISF Certified - WyreStorm",Cables,"24Gbps 4-Core Active Optical HDMI Cable | 4K HDR 4:4:4/60, ARC, CEC, ALLM & VRR | Kevlar strengthened | ISF Certified - WyreStorm",cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-HAOC-20,"Active Optical HDMI Cable | 4K HDR 4:4:4/60, ARC, CEC, ALLM & VRR| WyreStorm",Cables,"Active Optical HDMI Cable | 4K HDR 4:4:4/60, ARC, CEC, ALLM & VRR| WyreStorm",cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-HAOC-20-C,Active Optical HDMI Cable | 4K HDR| WyreStorm,Cables,Active Optical HDMI Cable | 4K HDR| WyreStorm,cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-HAOC-20-P,Active Optical HDMI Cable | Plenum & FT6 Rated| WyreStorm,Cables,Active Optical HDMI Cable | Plenum & FT6 Rated| WyreStorm,cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-HAOC-30-C,24Gbps 4-core Active Optical HDMI Cable | 4K HDR 4:4:4/60 | Kevlar strengthened | Detachable Head | CPR Rated - WyreStorm,Cables,24Gbps 4-core Active Optical HDMI Cable | 4K HDR 4:4:4/60 | Kevlar strengthened | Detachable Head | CPR Rated - WyreStorm,cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-HAOC-30-P,24Gbps 4-core Active Optical HDMI Cable | 4K HDR 4:4:4/60 | Kevlar strengthened | Detachable Head | Plenum & FT6 Rated - WyreStorm,Cables,24Gbps 4-core Active Optical HDMI Cable | 4K HDR 4:4:4/60 | Kevlar strengthened | Detachable Head | Plenum & FT6 Rated - WyreStorm,cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-HAOC-4,"24Gbps 4-Core Active Optical HDMI Cable | 4K HDR 4:4:4/60, ARC, CEC, ALLM & VRR | Kevlar strengthened | ISF Certified - WyreStorm",Cables,"24Gbps 4-Core Active Optical HDMI Cable | 4K HDR 4:4:4/60, ARC, CEC, ALLM & VRR | Kevlar strengthened | ISF Certified - WyreStorm",cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-HAOC-6,"24Gbps 4-Core Active Optical HDMI Cable | 4K HDR 4:4:4/60, ARC, CEC, ALLM & VRR | Kevlar strengthened | ISF Certified - WyreStorm",Cables,"24Gbps 4-Core Active Optical HDMI Cable | 4K HDR 4:4:4/60, ARC, CEC, ALLM & VRR | Kevlar strengthened | ISF Certified - WyreStorm",cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-HAOC-8,"Active Optical HDMI Cable | 4K HDR 4:4:4/60, ARC, CEC, ALLM & VRR | WyreStorm",Cables,"Active Optical HDMI Cable | 4K HDR 4:4:4/60, ARC, CEC, ALLM & VRR | WyreStorm",cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-HAOC-FRL-10,10m/32ft HDMI 2.1 AOC,Cable / accessory,10m/32ft HDMI 2.1 AOC,cable,review,false,,,,Cable / accessory,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-HAOC-FRL-15,15m/49ft HDMI 2.1 AOC,Cable / accessory,15m/49ft HDMI 2.1 AOC,cable,review,false,,,,Cable / accessory,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-HAOC-FRL-XX,8K HDMI Cable - CAB‑HAOC‑FRL‑XX HDMI 2.1 Bandwidth 48Gbps | WyreStorm,Cables,8K HDMI Cable - CAB‑HAOC‑FRL‑XX HDMI 2.1 Bandwidth 48Gbps | WyreStorm,cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-HAOC-XX,"24Gbps 4-core Active Optical HDMI Cable | 4K HDR 4:4:4/60, ARC, CEC, ALLM & VRR | Kevlar strengthened | ISF Certified - WyreStorm",Cables,"24Gbps 4-core Active Optical HDMI Cable | 4K HDR 4:4:4/60, ARC, CEC, ALLM & VRR | Kevlar strengthened | ISF Certified - WyreStorm",cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-HAOC-XX-C,24Gbps 4-core Active Optical HDMI Cable | 4K HDR 4:4:4/60 | Kevlar strengthened | Detachable Head | CPR Rated - WyreStorm,Cables,24Gbps 4-core Active Optical HDMI Cable | 4K HDR 4:4:4/60 | Kevlar strengthened | Detachable Head | CPR Rated - WyreStorm,cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-HAOC-XX-P,24Gbps 4-core Active Optical HDMI Cable | 4K HDR 4:4:4/60 | Kevlar strengthened | Detachable Head | Plenum & FT6 Rated - WyreStorm,Cables,24Gbps 4-core Active Optical HDMI Cable | 4K HDR 4:4:4/60 | Kevlar strengthened | Detachable Head | Plenum & FT6 Rated - WyreStorm,cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-IR-LINK,IR Link Cable for Control System Integration - WyreStorm,Cables,IR Link Cable for Control System Integration - WyreStorm,cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-UAOC-15,4-Port USB 3.0 Superspeed Hub - WyreStorm,Cables,4-Port USB 3.0 Superspeed Hub - WyreStorm,accessory,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-UAOC-15-C,15 Meter USB 3.2 GEN 2 10Gbps Active Optical Extension Cable - WyreStorm,Cables,15 Meter USB 3.2 GEN 2 10Gbps Active Optical Extension Cable - WyreStorm,cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-UAOC-15-P,15 Meter USB 3.2 GEN 2 10Gbps Active Optical Extension Cable - WyreStorm,Cables,15 Meter USB 3.2 GEN 2 10Gbps Active Optical Extension Cable - WyreStorm,cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-UAOC-USBC-10,USB 3.2 USB-C to USB-C Cable| WyreStorm,Cables,USB 3.2 USB-C to USB-C Cable| WyreStorm,cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-USBC-15,USB-C Active Optical Cable (15m/49ft) - WyreStorm,Cables,USB-C Active Optical Cable (15m/49ft) - WyreStorm,cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-USBC-5M,USB 3.2 USB-C to USB-C Cable| WyreStorm,Cables,USB 3.2 USB-C to USB-C Cable| WyreStorm,cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAB-USBC-XM,USB 3.2 USB-C to USB-C Cable| WyreStorm,Cables,USB 3.2 USB-C to USB-C Cable| WyreStorm,cable,review,false,,,,Cables,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAM-0402-BRG,4K Multi-Camera Video Bridge with USB & HDMI Inputs & Outputs - WyreStorm,Camera / capture,4K Multi-Camera Video Bridge with USB & HDMI Inputs & Outputs - WyreStorm,primary-hardware,review,false,,,,Camera / capture,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAM-0402-NDI-BRG,"4K Multi-Camera Video Bridge with USB, HDMI & NDI Inputs & Outputs - WyreStorm",Camera / capture,"4K Multi-Camera Video Bridge with USB, HDMI & NDI Inputs & Outputs - WyreStorm",primary-hardware,review,false,,,,Camera / capture,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAM-200-PTZ,1080p HD PTZ Conference Camera with USB 3.0 & Network Output - WyreStorm,Camera / capture,1080p HD PTZ Conference Camera with USB 3.0 & Network Output - WyreStorm,primary-hardware,review,false,,,,Camera / capture,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAM-210-NDI-PTZ,CAM-210-NDI-PTZ 1080p60 Camera with with USB 3.0 - Pro AV & Streaming - WyreStorm,Camera / capture,CAM-210-NDI-PTZ 1080p60 Camera with with USB 3.0 - Pro AV & Streaming - WyreStorm,primary-hardware,review,false,,,,Camera / capture,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAM-210-PTZ,PTZ Camera with AI Tracking | CAM-210-PTZ 1080p – WyreStorm,Camera / capture,PTZ Camera with AI Tracking | CAM-210-PTZ 1080p – WyreStorm,primary-hardware,review,false,,,,Camera / capture,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CAM-420-PTZ,4K Dual-Lens AI PTZ Camera with AI features - WyreStorm,Camera / capture,4K Dual-Lens AI PTZ Camera with AI features - WyreStorm,primary-hardware,review,false,,,,Camera / capture,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
COM-MIC-HUB,Microphone Hub - WyreStorm,General AV,Microphone Hub - WyreStorm,primary-hardware,review,false,,,,General AV,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CON-H2-DD-EARC,"4K/60 In-line HDMI Scaler with DSP-Controlled Audio Breakout, Dolby TrueHD & DTS-HD Downmixing and eARC Output - WyreStorm",General AV,"4K/60 In-line HDMI Scaler with DSP-Controlled Audio Breakout, Dolby TrueHD & DTS-HD Downmixing and eARC Output - WyreStorm",system-controller,review,false,,,,General AV,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
CON-H2-EDID,4K60 In-line Signal Re-Clocker with EDID Management - WyreStorm,General AV,4K60 In-line Signal Re-Clocker with EDID Management - WyreStorm,system-controller,review,false,,,,General AV,,,,,,,,,,,Existing Wingman product intelligence index,2026-06-28,Wingman import scaffold
