"Selector","Occurrences","Files"
"main.wm-dashboard-page.wm-dashboard-shell.wm-dashboard-visual-root[data-wingman-page=""home""]","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""home""] .wingman-workspace .wingman-app-main","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""home""] main.wm-dashboard-shell[data-wingman-page=""home""] > aside.wm-dashboard-rail","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] main.wm-dashboard-shell[data-wingman-page=""home""] > aside.wm-dashboard-rail","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""home""] main.wingman-app-main","2","src\wingman2\styles\wingman-style-stack.css"
"html body .wingman-page-host .wm-navhub-page.wm-polish-shell[data-wingman-page-key=""Products""] > .wm-navhub-grid.wm-polish-grid > .wm-navhub-card.wm-polish-card.wm-polish-card","2","src\wingman2\styles\wingman-style-stack.css"
"html body .wingman-page-host .wm-navhub-page.wm-polish-shell[data-wingman-page-key=""Products""] > .wm-polish-tip","2","src\wingman2\styles\wingman-style-stack.css"
"html body .wingman-page-host .wm-navhub-page.wm-polish-shell[data-wingman-page-key=""Products""] > .wm-navhub-secondary.wm-polish-secondary","2","src\wingman2\styles\wingman-style-stack.css"
"@media (max-width: 1120px)","2","src\wingman2\styles\wingman-style-stack.css; src\wingman2\styles\wingman-workflow-theme.css"
".wm-showdown .wm-battle-card__stats","2","src\wingman2\styles\wingman-style-stack.css"
".wm-showdown .wm-battle-card__body","2","src\wingman2\styles\wingman-style-stack.css"
".wm-showdown .wm-showdown__face-off > .wm-battle-card","2","src\wingman2\styles\wingman-style-stack.css"
"html body .wingman-page-host .wm-navhub-page.wm-polish-shell[data-wingman-page-key=""Products""] .wm-polish-grid > .wm-navhub-card.wm-polish-card > .wm-polish-card-art.wm-polish-card-art","2","src\wingman2\styles\wingman-style-stack.css"
"html body .wingman-page-host .wm-navhub-page.wm-polish-shell[data-wingman-page-key=""Products""] .wm-polish-grid > .wm-navhub-card.wm-polish-card > .wm-polish-card-icon > svg","2","src\wingman2\styles\wingman-style-stack.css"
".wm-data-manager-page :is( [class*=""governance""]","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-proof__sources h4","2","src\wingman2\styles\wingman-style-stack.css"
"html body .wingman-page-host .wm-navhub-page.wm-polish-shell[data-wingman-page-key=""Products""] .wm-polish-card-copy > .wm-polish-card-title","2","src\wingman2\styles\wingman-style-stack.css"
"html body .wingman-page-host .wm-navhub-page.wm-polish-shell[data-wingman-page-key=""Products""] .wm-polish-card-copy > .wm-polish-card-link","2","src\wingman2\styles\wingman-style-stack.css"
"html body .wingman-page-host .wm-navhub-page.wm-polish-shell[data-wingman-page-key=""Products""] .wm-polish-card-copy > .wm-polish-card-note","2","src\wingman2\styles\wingman-style-stack.css"
"html body .wingman-page-host .wm-navhub-page.wm-polish-shell[data-wingman-page-key=""Products""] .wm-polish-card-copy > .wm-polish-card-body","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""discovery""] .wm-discovery-step-pill strong","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-existing-discovery-warning-actions .wm-ui-button:last-child","2","src\wingman2\styles\wingman-style-stack.css"
".wm-existing-discovery-warning-actions","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""discovery""] .wm-discovery-question-heading","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""discovery""] .wm-discovery-option-radio","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""discovery""] .wm-discovery-why-card","2","src\wingman2\styles\wingman-workflow-theme.css"
"html[data-wingman-route=""discovery""] .wm-discovery-question-heading > p","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-existing-discovery-warning-summary","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-header","2","src\wingman2\styles\wingman-style-stack.css"
".wm-showdown .wm-battle-card__stat dd","2","src\wingman2\styles\wingman-style-stack.css"
".wm-showdown .wm-battle-card__stat dt","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-header .wm-action-row","2","src\wingman2\styles\wingman-style-stack.css"
".wm-existing-discovery-warning-dialog","2","src\wingman2\styles\wingman-style-stack.css"
".wm-existing-discovery-warning-backdrop","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""data-manager""] .wingman-page-host","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-pcc-return-button","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pcc-header-selection-mode .wm-pcc-search","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pcc-shell-product-mode .wm-pcc-header","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pcc-product-mode .wm-pcc-preview","2","src\wingman2\styles\wingman-style-stack.css"
".wm-ingest-compact-header","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pcc-product-mode .wm-pcc-focus-panel","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pcc-product-mode .wm-pcc-visual-studio-button","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pcc-shell-selection-mode .wm-pcc-header","2","src\wingman2\styles\wingman-style-stack.css"
"button)","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-topology-stat-grid","2","src\wingman2\styles\wingman-style-stack.css"
"main.wm-compare-page[data-compare-state=""result""] #compare-result-panel-cards .wm-battle-card__stats","2","src\wingman2\styles\wingman-style-stack.css"
".wm-topology-connection-card","2","src\wingman2\styles\wingman-style-stack.css"
".wm-topology-ready","2","src\wingman2\styles\wingman-style-stack.css"
".wm-topology-connection-fields","2","src\wingman2\styles\wingman-style-stack.css"
".wm-data-manager-page .wm-data-toolbar","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-showdown__vs","2","src\wingman2\styles\wingman-style-stack.css"
".wm-battle-card__body","2","src\wingman2\styles\wingman-style-stack.css"
"[class*=""data-quality""]","2","src\wingman2\styles\wingman-workflow-theme.css"
".wm-proof__table","2","src\wingman2\styles\wingman-style-stack.css"
".wm-proof__cautions h4","2","src\wingman2\styles\wingman-style-stack.css"
".wm-proof__advantages h4","2","src\wingman2\styles\wingman-style-stack.css"
".wm-proof__table tbody th","2","src\wingman2\styles\wingman-style-stack.css"
".wm-ingest-results-grid > :last-child","2","src\wingman2\styles\wingman-style-stack.css"
".wm-ingest-request-controls select","2","src\wingman2\styles\wingman-style-stack.css"
".wm-ingest-result-toolbar-actions","2","src\wingman2\styles\wingman-style-stack.css"
".wm-ingest-header-actions","2","src\wingman2\styles\wingman-style-stack.css"
".wm-ingest-textarea-label textarea","2","src\wingman2\styles\wingman-style-stack.css"
".wm-ingest-result-toolbar","2","src\wingman2\styles\wingman-style-stack.css"
".wm-ingest-upload-card small","2","src\wingman2\styles\wingman-style-stack.css"
".wm-ingest-upload-grid","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-page-host > :is(main","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route] .wm-vs-canvas .react-flow","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route] .wm-vs-canvas-toolbar","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route] .wm-vs-canvas-shell","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route] .wm-vs-list","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-guru-call-summary small","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-guru-call-summary span","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-guru-call-status","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route] .wm-vs-left-rail","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-guru-context-prompt","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-guru-context-prompts","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-guru-fab[data-support-available=""true""] > .wingman-guru-fab-status","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-guru-context-prompt:hover","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route] .wm-vs-panel","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route] .wm-vs-header-card","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route] .wm-vs-header","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-guru-call-actions","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-detail-shell .wm-template-action-primary","2","src\wingman2\styles\wingman-style-stack.css"
".wm-templates-workflow-page .wm-template-result-actions a","2","src\wingman2\styles\wingman-style-stack.css"
"a)","2","src\wingman2\styles\wingman-style-stack.css"
".wm-templates-workflow-page .wm-template-result-actions a:hover","2","src\wingman2\styles\wingman-style-stack.css"
".wm-equipment-toolbar button","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-header-actions","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-header-row","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-landing-panel","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-guru-call-summary","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-guru-call-interpreter textarea","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-guru-call-actions button","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-guru-call-summary strong","2","src\wingman2\styles\wingman-style-stack.css"
".wm-render-camera","2","src\wingman2\styles\wingman-style-stack.css"
".wm-render-laptop","2","src\wingman2\styles\wingman-style-stack.css"
".wm-schematic-column","2","src\wingman2\styles\wingman-style-stack.css"
"button.wingman-guru-fab[data-support-available=""true""] > .wingman-guru-fab-status","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-shell > .wingman-app-main","2","src\wingman2\styles\wingman-style-stack.css"
"#root > .wingman-shell > .wingman-app-main","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-sidebar a","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-authority-shell > .wingman-app-main","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-sidebar .wm-nav","2","src\wingman2\styles\wingman-style-stack.css"
".wm-sidebar nav","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-sidebar nav","2","src\wingman2\styles\wingman-style-stack.css"
".wm-sidebar a","2","src\wingman2\styles\wingman-style-stack.css"
".wm-compare-layout","2","src\wingman2\styles\wingman-style-stack.css"
".wm-compare-page .wm-compare-layout","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-card","2","src\wingman2\styles\wingman-style-stack.css"
".wm-compare-row","2","src\wingman2\styles\wingman-style-stack.css"
".wm-row-between","2","src\wingman2\styles\wingman-style-stack.css"
".wm-proposal-layout","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pitch-layout","2","src\wingman2\styles\wingman-style-stack.css"
".wm-sidebar .wm-nav","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-next-kicker","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-next-step svg","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-next-step","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-project-updated","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route] button.wingman-guru-fab","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] .wingman-sidebar","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""dashboard""] #root > .wingman-shell","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-resume-copy","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-sidebar a[href^=""/wingman""]","2","src\wingman2\styles\wingman-style-stack.css"
".wm-sidebar .wm-nav-link","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-sidebar .wm-nav-link","2","src\wingman2\styles\wingman-style-stack.css"
".wm-sidebar a[href^=""/wingman""]","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-project-head","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-resume-card","2","src\wingman2\styles\wingman-style-stack.css"
".wm-dashboard-shell","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-tabs","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-conversation-explain","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-conversation-modal-body","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-conversation-modal","2","src\wingman2\styles\wingman-style-stack.css"
".wm-proposal-page","2","src\wingman2\styles\wingman-style-stack.css"
".wm-coach-funnel","2","src\wingman2\styles\wingman-style-stack.css"
".wm-coach-question-row","2","src\wingman2\styles\wingman-style-stack.css"
".wm-coach-head","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-conversation-modal-backdrop","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-diagram-arrow","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-diagram-step","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-diagram-flow","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-diagram-arrow span","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-conversation-card-grid","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-conversation-panel-head","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-diagram-arrow span::after","2","src\wingman2\styles\wingman-style-stack.css"
".wm-coach-grid","2","src\wingman2\styles\wingman-style-stack.css"
".wm-diagram-preview-head p","2","src\wingman2\styles\wingman-style-stack.css"
".wm-diagram-card-head p","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-definition-grid svg","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-results-head p","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-related h3","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-reality-panel p","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-definition-grid p","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-reality-panel svg","2","src\wingman2\styles\wingman-style-stack.css"
".wm-diagram-studio-shell","2","src\wingman2\styles\wingman-style-stack.css"
".wm-visual-design-page","2","src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""finder""] .wm-finder-redesign-page > .fixed.bottom-5.right-5","2","src\wingman2\styles\wingman-style-stack.css"
".wm-diagram-card","2","src\wingman2\styles\wingman-style-stack.css"
".wm-glossary-detail-head","2","src\wingman2\styles\wingman-style-stack.css"
".wm-diagram-preview-head","2","src\wingman2\styles\wingman-style-stack.css"
".wm-diagram-card-head","2","src\wingman2\styles\wingman-style-stack.css"
".wm-product-in-situ-header","2","src\wingman2\styles\wingman-style-stack.css"
".wm-secondary-paths","2","src\wingman2\styles\wingman-style-stack.css"
".wm-overview-flow","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-lanes-heading p","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-overview-notes","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-lane-stages","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-lane","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-connectivity","2","src\wingman2\styles\wingman-style-stack.css"
".wm-proposal-handoff > *","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-overview-main","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-overview","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-tabs button","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-readiness","2","src\wingman2\styles\wingman-style-stack.css"
".wm-equipment-workspace","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-stage-detail","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-lanes","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-lane-stage-wrap","2","src\wingman2\styles\wingman-style-stack.css"
"@media (max-height: 820px)","2","src\wingman2\styles\wingman-style-stack.css"
".wm-finder-redesign-page .wm-finder-quickstart button","2","src\wingman2\styles\wingman-style-stack.css"
".wm-finder-redesign-page .wingman-section-card-body","2","src\wingman2\styles\wingman-style-stack.css"
".wm-finder-redesign-page .wm-finder-technology-field","2","src\wingman2\styles\wingman-style-stack.css"
".wm-finder-redesign-page .wm-finder-results-panel","2","src\wingman2\styles\wingman-style-stack.css"
".wm-finder-redesign-page .wm-finder-filter-group input","2","src\wingman2\styles\wingman-style-stack.css"
".wm-finder-redesign-page .wm-finder-filter-group select","2","src\wingman2\styles\wingman-style-stack.css"
".wm-finder-redesign-page .wingman-hero-next","2","src\wingman2\styles\wingman-style-stack.css"
".wm-equipment-row","2","src\wingman2\styles\wingman-style-stack.css"
".wm-equipment-toolbar","2","src\wingman2\styles\wingman-style-stack.css"
".wm-template-lane-stage-wrap i","2","src\wingman2\styles\wingman-style-stack.css"
".wm-equipment-identity span","2","src\wingman2\styles\wingman-style-stack.css"
".wm-finder-redesign-page .wingman-hero-copy .wingman-display","2","src\wingman2\styles\wingman-style-stack.css"
".wm-proposal-handoff","2","src\wingman2\styles\wingman-style-stack.css"
".wm-equipment-role","2","src\wingman2\styles\wingman-style-stack.css"
".wm-pcc-quick-finder","2","src\wingman2\styles\wingman-polish-navigation.css; src\wingman2\styles\wingman-style-stack.css"
".wm-pcc-chips","2","src\wingman2\styles\wingman-polish-navigation.css; src\wingman2\styles\wingman-style-stack.css"
".wm-catalog-toggle-row","2","src\wingman2\styles\wingman-polish-navigation.css; src\wingman2\styles\wingman-style-stack.css"
".wm-catalog-page .wm-catalog-facets","2","src\wingman2\styles\wingman-polish-navigation.css"
"line","2","src\wingman2\styles\wingman-product-tools-visual-weight.css"
".wingman-page-host .wm-navhub-page.wm-polish-shell[data-wingman-page-key=""Products""] .wm-polish-grid > .wm-navhub-card.wm-polish-card > .wm-polish-card-art.wm-polish-card-art","2","src\wingman2\styles\wingman-products-light-graphics.css"
".wingman-page-host .wm-navhub-page.wm-polish-shell[data-wingman-page-key=""Products""] .wm-polish-grid > .wm-navhub-card.wm-polish-card > .wm-polish-card-copy.wm-polish-card-copy","2","src\wingman2\styles\wingman-products-light-graphics.css"
".wm-product-pitch-page .wm-product-filter-panel","2","src\wingman2\styles\wingman-polish-navigation.css"
".wm-compare-page .compare-native-action-row","2","src\wingman2\styles\wingman-polish-navigation.css; src\wingman2\styles\wingman-style-stack.css"
".wm-projects-page > .wm-polish-hero","2","src\wingman2\styles\wingman-polish-navigation.css"
".wm-compare-page .compare-native-reset","2","src\wingman2\styles\wingman-polish-navigation.css"
".wm-compare-page .compare-native-chip-row","2","src\wingman2\styles\wingman-polish-navigation.css"
".wm-product-filter-panel","2","src\wingman2\styles\wingman-polish-navigation.css"
".wm-product-workspace-actions","2","src\wingman2\styles\wingman-polish-navigation.css"
".wm-product-workspace-intro","2","src\wingman2\styles\wingman-polish-navigation.css"
"polyline","2","src\wingman2\styles\wingman-product-tools-visual-weight.css"
".wingman-page-host table","2","src\wingman2\styles\wingman-reference-global.css; src\wingman2\styles\wingman-reference-theme.css"
".wingman-page-host :is(button","2","src\wingman2\styles\wingman-reference-global.css"
".wingman-page-host :is(.wingman-section-card","2","src\wingman2\styles\wingman-reference-global.css"
".wingman-page-host .wm-page-header","2","src\wingman2\styles\wingman-reference-global.css; src\wingman2\styles\wingman-reference-theme.css"
".wm-reference-dashboard-main","2","src\wingman2\styles\wingman-reference-global.css; src\wingman2\styles\wingman-reference-theme.css"
".wm-reference-dashboard","2","src\wingman2\styles\wingman-reference-global.css; src\wingman2\styles\wingman-reference-theme.css"
".wingman-page-host .wingman-page-header","2","src\wingman2\styles\wingman-reference-global.css; src\wingman2\styles\wingman-reference-theme.css"
".wm-product-conversation-panel","2","src\wingman2\styles\wingman-reference-global.css; src\wingman2\styles\wingman-style-stack.css"
"ellipse","2","src\wingman2\styles\wingman-product-tools-visual-weight.css"
"circle","2","src\wingman2\styles\wingman-product-tools-visual-weight.css"
"polygon","2","src\wingman2\styles\wingman-product-tools-visual-weight.css"
"rect )","2","src\wingman2\styles\wingman-product-tools-visual-weight.css"
".wm-proof","2","src\wingman2\styles\wingman-reference-global.css; src\wingman2\styles\wingman-style-stack.css"
".wm-muted","2","src\wingman2\styles\wingman-reference-global.css; src\wingman2\styles\wingman-style-stack.css"
".wm-ui-badge","2","src\wingman2\styles\wingman-reference-global.css; src\wingman2\styles\wingman-style-stack.css"
".wm-settings-page .wm-polish-hero.wm-polish-hero.wm-polish-hero","2","src\wingman2\styles\wingman-polish-navigation.css"
".wm-polish-shell.wm-polish-shell:has(.wm-sh-card-grid)","2","src\wingman2\styles\wingman-polish-navigation.css"
".wm-sh-choice-card > .wm-polish-card-art","2","src\wingman2\styles\wingman-polish-navigation.css"
".wm-polish-shell::after","2","src\wingman2\styles\wingman-polish-navigation.css"
".wm-polish-shell.wm-polish-shell:has(.wm-sh-card-grid) > .wm-polish-hero.wm-polish-hero","2","src\wingman2\styles\wingman-polish-navigation.css"
".wm-polish-shell.wm-polish-shell:has(.wm-sh-card-grid) .wm-sh-card-grid.wm-polish-grid > .wm-polish-card.wm-polish-card > .wm-polish-card-art.wm-polish-card-art","2","src\wingman2\styles\wingman-polish-navigation.css"
".wm-polish-shell.wm-polish-shell:has(.wm-sh-card-grid) .wm-sh-card-grid.wm-polish-grid > .wm-polish-card.wm-polish-card","2","src\wingman2\styles\wingman-polish-navigation.css"
".wm-polish-shell.wm-polish-shell:has(.wm-sh-card-grid) .wm-sh-card-grid.wm-polish-grid","2","src\wingman2\styles\wingman-polish-navigation.css"
".wm-polish-tip > svg:last-child","2","src\wingman2\styles\wingman-polish-navigation.css"
".wm-polish-shell .wm-polish-grid > .wm-polish-card:hover","2","src\wingman2\styles\wingman-polish-navigation.css"
".wm-polish-eyebrow","2","src\wingman2\styles\wingman-polish-navigation.css; src\wingman2\styles\wingman-reference-global.css"
".wm-polish-shell","2","src\wingman2\styles\wingman-polish-navigation.css; src\wingman2\styles\wingman-reference-global.css"
".wm-polish-card-link svg","2","src\wingman2\styles\wingman-polish-navigation.css"
"button.wm-polish-tip","2","src\wingman2\styles\wingman-polish-navigation.css"
".wm-polish-tip","2","src\wingman2\styles\wingman-polish-navigation.css"
".wm-polish-shell .wm-polish-grid .wm-polish-card > .wm-polish-card-art","2","src\wingman2\styles\wingman-polish-navigation.css"
".wingman-page-host .wm-navhub-page.wm-polish-shell .wm-polish-grid > .wm-navhub-card.wm-polish-card > .wm-polish-card-copy.wm-polish-card-copy","2","src\wingman2\styles\wingman-polish-navigation.css"
"html[data-wingman-route=""projects""] .wm-project-detail-stack","2","src\wingman2\styles\wingman-polish-navigation.css; src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""projects""] .wm-project-detail-editor label","2","src\wingman2\styles\wingman-polish-navigation.css; src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""projects""] .wm-project-detail-nav .wm-ui-button","2","src\wingman2\styles\wingman-polish-navigation.css; src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""projects""] .wm-project-detail-stack > section","2","src\wingman2\styles\wingman-polish-navigation.css; src\wingman2\styles\wingman-style-stack.css"
".wm-projects-page .wm-polish-hero.wm-polish-hero.wm-polish-hero","2","src\wingman2\styles\wingman-polish-navigation.css"
".wm-product-family-results-head","2","src\wingman2\styles\wingman-polish-navigation.css"
"html[data-wingman-route=""projects""] .wm-project-detail-stack .wingman-section-card","2","src\wingman2\styles\wingman-polish-navigation.css; src\wingman2\styles\wingman-style-stack.css"
"html[data-wingman-route=""projects""] .wm-project-draft-tile","2","src\wingman2\styles\wingman-polish-navigation.css; src\wingman2\styles\wingman-style-stack.css"
"html body .wingman-page-host .wm-navhub-page.wm-polish-shell .wm-polish-grid > .wm-navhub-card.wm-polish-card > .wm-polish-card-art.wm-polish-card-art","2","src\wingman2\styles\wingman-polish-navigation.css"
"html body .wingman-page-host .wm-navhub-page.wm-polish-shell .wm-polish-grid > .wm-navhub-card.wm-polish-card > .wm-polish-card-copy.wm-polish-card-copy","2","src\wingman2\styles\wingman-polish-navigation.css"
".wingman-page-host .wm-navhub-page.wm-polish-shell .wm-polish-grid > .wm-navhub-card.wm-polish-card > .wm-polish-card-art.wm-polish-card-art","2","src\wingman2\styles\wingman-polish-navigation.css"
".wingman-page-host .wm-navhub-page.wm-polish-shell[data-wingman-page-key=""Call Coach""] .wm-polish-grid > .wm-navhub-card.wm-polish-card > .wm-polish-card-copy.wm-polish-card-copy","2","src\wingman2\styles\wingman-polish-navigation.css"
"html[data-wingman-route=""projects""] .wm-projects-sections .wingman-section-card-title-row p","2","src\wingman2\styles\wingman-polish-navigation.css"
"html[data-wingman-route=""projects""] .wm-projects-page-toolbar","2","src\wingman2\styles\wingman-polish-navigation.css"
".wingman-page-host .wm-navhub-page.wm-polish-shell > .wm-navhub-grid.wm-polish-grid","2","src\wingman2\styles\wingman-polish-navigation.css"
".wm-reference-project-card","2","src\wingman2\styles\wingman-reference-global.css; src\wingman2\styles\wingman-reference-theme.css"
".wm-layout","2","src\wingman2\styles\wingman-style-stack.css"
"button","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-mobile-shade[data-mobile-open=""true""]","2","src\wingman2\styles\wingman-reference-theme.css; src\wingman2\styles\wingman-style-stack.css"
".wm-app-layout","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-layout > aside[aria-label=""Sidebar""]","2","src\wingman2\styles\wingman-style-stack.css"
".wm-app-layout > aside[aria-label=""Sidebar""]","2","src\wingman2\styles\wingman-style-stack.css"
".wm-layout > aside[aria-label=""Sidebar""]","2","src\wingman2\styles\wingman-style-stack.css"
".wingman-sidebar[data-mobile-open=""true""]","2","src\wingman2\styles\wingman-reference-theme.css; src\wingman2\styles\wingman-style-stack.css"
".wingman-guru-fab-sweep","2","src\wingman2\styles\wingman-reference-theme.css"
".wm-reference-progress","2","src\wingman2\styles\wingman-reference-theme.css"
".wm-reference-project-name","2","src\wingman2\styles\wingman-reference-theme.css"
"70%","2","src\wingman2\styles\wingman-reference-theme.css; src\wingman2\styles\wingman-style-stack.css"
".wm-reference-primary-card","2","src\wingman2\styles\wingman-reference-theme.css"
".wm-reference-primary-grid","2","src\wingman2\styles\wingman-reference-theme.css"
"to","2","src\wingman2\styles\wingman-reference-theme.css; src\wingman2\styles\wingman-style-stack.css"
".wm-main","2","src\wingman2\styles\wingman-style-stack.css"
".wm-status-warning","2","src\wingman2\styles\wingman-style-stack.css"
".wm-status-success","2","src\wingman2\styles\wingman-style-stack.css"
".wm-textarea","2","src\wingman2\styles\wingman-style-stack.css"
".wm-status-danger","2","src\wingman2\styles\wingman-style-stack.css"
".wm-choice-card","2","src\wingman2\styles\wingman-style-stack.css"
"table th","2","src\wingman2\styles\wingman-style-stack.css"
".wm-table th","2","src\wingman2\styles\wingman-style-stack.css"
".wm-icon-button","2","src\wingman2\styles\wingman-style-stack.css"
".wm-panel-header","2","src\wingman2\styles\wingman-style-stack.css"
".wm-card-header","2","src\wingman2\styles\wingman-style-stack.css"
".wm-page-shell","2","src\wingman2\styles\wingman-style-stack.css"
".wm-section-header","2","src\wingman2\styles\wingman-style-stack.css"
".wm-button:hover","2","src\wingman2\styles\wingman-style-stack.css"
".wm-grid-3","2","src\wingman2\styles\wingman-style-stack.css"
".wm-grid-2","2","src\wingman2\styles\wingman-style-stack.css"
".wm-reference-project-topline","2","src\wingman2\styles\wingman-reference-theme.css"
".wingman-page-host h3","2","src\wingman2\styles\wingman-reference-theme.css; src\wingman2\styles\wingman-style-stack.css"
".wingman-topbar-title","2","src\wingman2\styles\wingman-reference-theme.css; src\wingman2\styles\wingman-style-stack.css"
".wingman-shell::after","2","src\wingman2\styles\wingman-reference-theme.css"
".wingman-page-host h4","2","src\wingman2\styles\wingman-reference-theme.css; src\wingman2\styles\wingman-style-stack.css"
".wingman-page-host :where( .wm-card","2","src\wingman2\styles\wingman-reference-theme.css"
