"Path","Extension","Lines","KB"
".wingman-work\backups\20260811-125215\src\wingman2\lib\proposalWizard.ts",".ts","420","13.74"
".wingman-work\backups\20260811-125215\src\wingman2\lib\compareCandidateGate.ts",".ts","418","16.11"
".wingman-work\backups\20260811-125821\src\wingman2\lib\compareCandidateGate.ts",".ts","418","16.11"
".wingman-work\backups\20260811-125346\src\wingman2\lib\compareCandidateGate.ts",".ts","418","16.11"
"_backups\retire-finder-feature-sweep-v5-20260720-085648\files\src\wingman2\pages\NavigationHubPages.tsx",".tsx","418","12.88"
"src\wingman2\lib\compareCandidateGate.ts",".ts","418","16.11"
"_backups\retire-finder-feature-sweep-v4-20260720-085242\files\src\wingman2\pages\NavigationHubPages.tsx",".tsx","418","12.88"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\competitorCompareDecision.ts",".ts","417","17"
"archive\backups\product-call-cards-phase1d-language-level-2026-06-07-20-45-47\src\wingman2\pages\productCallCards\ProductCallCardsProductPage.tsx",".tsx","416","12.89"
".wingman-work\backups\20260811-125215\src\wingman2\layout\AppShell.tsx",".tsx","415","14.82"
".wingman-work\backups\20260811-125346\src\wingman2\layout\AppShell.tsx",".tsx","415","14.82"
".wingman-work\backups\20260811-125215\src\wingman2\pages\NavigationHubPages.tsx",".tsx","415","12.83"
".wingman-work\backups\20260811-125346\src\wingman2\pages\NavigationHubPages.tsx",".tsx","415","12.83"
".wingman-work\backups\20260811-125821\src\wingman2\pages\NavigationHubPages.tsx",".tsx","415","12.83"
".wingman-work\backups\20260811-125821\src\wingman2\layout\AppShell.tsx",".tsx","415","14.82"
"src\wingman2\pages\NavigationHubPages.tsx",".tsx","415","12.83"
".wingman-work\backups\20260811-125346\src\wingman2\lib\documentIngest\skuTriage.ts",".ts","414","17.46"
"src\wingman2\lib\documentIngest\skuTriage.ts",".ts","414","17.46"
".wingman-work\backups\20260811-125215\src\wingman2\lib\documentIngest\skuTriage.ts",".ts","414","17.46"
".wingman-work\backups\20260811-125821\src\wingman2\lib\documentIngest\skuTriage.ts",".ts","414","17.46"
".wingman-work\backups\20260811-125215\src\wingman2\components\WingmanGuruFab.tsx",".tsx","405","11.99"
"src\wingman2\components\WingmanGuruFab.tsx",".tsx","405","11.99"
".wingman-work\backups\20260811-125821\src\wingman2\components\WingmanGuruFab.tsx",".tsx","405","11.99"
".wingman-work\backups\20260811-125346\src\wingman2\components\WingmanGuruFab.tsx",".tsx","405","11.99"
"src\wingman2\components\compare\CompareShowdown.tsx",".tsx","402","14.72"
".wingman-work\backups\20260811-125215\src\wingman2\components\compare\CompareShowdown.tsx",".tsx","402","14.72"
".wingman-work\backups\20260811-125346\src\wingman2\components\compare\CompareShowdown.tsx",".tsx","402","14.72"
".wingman-work\backups\20260811-125821\src\wingman2\components\compare\CompareShowdown.tsx",".tsx","402","14.72"
".wingman-backups\dashboard-guru-20260712-092537\src\wingman2\components\WingmanGuruFab.tsx",".tsx","398","10.36"
".wingman-work\backups\20260811-125215\src\wingman2\logic\productClassifier.ts",".ts","397","14.57"
".wingman-work\backups\20260811-125346\src\wingman2\logic\productClassifier.ts",".ts","397","14.57"
".wingman-work\backups\20260811-125821\src\wingman2\logic\productClassifier.ts",".ts","397","14.57"
"src\wingman2\logic\productClassifier.ts",".ts","397","14.57"
"archive\_wingman_backup_add_compare_shortlist_exports_20260613-202605\src\wingman2\lib\compareFeatureMatrix.ts",".ts","395","15.11"
"tools\audit-matrix-output-topology.mjs",".mjs","395","12.57"
"tools\enrich-product-technical-summary.mjs",".mjs","395","16.07"
".wingman-work\backups\20260811-125215\src\wingman2\lib\roomSchematic.ts",".ts","392","12.55"
"_backups\simplify-discovery-distance-20260720-072413\DiscoveryLocationsConnections.tsx",".tsx","392","17.88"
"src\wingman2\lib\roomSchematic.ts",".ts","392","12.55"
".wingman-work\backups\20260811-125346\src\wingman2\lib\roomSchematic.ts",".ts","392","12.55"
".wingman-work\backups\20260811-125821\src\wingman2\lib\roomSchematic.ts",".ts","392","12.55"
"data\admin\wingman-product-admin-db.json",".json","385","14.26"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\logic\matrixOutputModel.ts",".ts","385","11.38"
"tools\audit-wingman-data-sources.mjs",".mjs","385","12.89"
"src\wingman2\components\VisualStudioCanvas.tsx",".tsx","380","12.04"
".wingman-work\backups\20260811-125346\src\wingman2\components\VisualStudioCanvas.tsx",".tsx","380","12.04"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\audienceProfiles.ts",".ts","380","14.1"
".wingman-work\backups\20260811-125821\src\wingman2\components\VisualStudioCanvas.tsx",".tsx","380","12.04"
".wingman-work\backups\20260811-125215\src\wingman2\components\VisualStudioCanvas.tsx",".tsx","380","12.04"
".wingman-work\backups\20260811-125215\src\wingman2\lib\visualStudioDiagramFactory.ts",".ts","378","9.67"
".wingman-work\backups\20260811-125346\src\wingman2\lib\visualStudioDiagramFactory.ts",".ts","378","9.67"
".wingman-work\backups\20260811-125821\src\wingman2\lib\visualStudioDiagramFactory.ts",".ts","378","9.67"
"src\wingman2\lib\visualStudioDiagramFactory.ts",".ts","378","9.67"
".wingman-work\backups\20260811-125346\src\wingman2\pages\compare\CompetitorEvidencePanel.tsx",".tsx","367","16.61"
"src\wingman2\pages\compare\CompetitorEvidencePanel.tsx",".tsx","367","16.61"
".wingman-work\backups\20260811-125215\src\wingman2\pages\compare\CompetitorEvidencePanel.tsx",".tsx","367","16.61"
".wingman-work\backups\20260811-125821\src\wingman2\pages\compare\CompetitorEvidencePanel.tsx",".tsx","367","16.61"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\wyrestormCompareProfile.ts",".ts","366","17.25"
"archive\_wingman_backup_compare_text_card_repair_20260615-193859\compareSkuAutoAdvanceBridge.ts",".ts","366","10.16"
"archive\_wingman_backup_compare_bridge_timer_fix_20260615-191216\compareSkuAutoAdvanceBridge.ts",".ts","366","10.18"
".wingman-work\backups\20260811-125346\src\wingman2\lib\discoverySystemDesign.ts",".ts","364","13.26"
"src\wingman2\lib\discoverySystemDesign.ts",".ts","364","13.26"
".wingman-work\backups\20260811-125215\src\wingman2\lib\discoverySystemDesign.ts",".ts","364","13.26"
".wingman-work\backups\20260811-125821\src\wingman2\lib\discoverySystemDesign.ts",".ts","364","13.26"
".wingman-backups\discovery-unified-comms-20260717-112358\src\wingman2\lib\situationalConstraints.ts",".ts","363","17.33"
"_backups\retire-finder-feature-sweep-v5-20260720-085648\files\src\wingman2\layout\AppShell.tsx",".tsx","363","12.07"
".wingman-backups\discovery-unified-comms-20260717-115842\src\wingman2\lib\situationalConstraints.ts",".ts","363","17.33"
".wingman-backups\discovery-unified-comms-20260717-115545\src\wingman2\lib\situationalConstraints.ts",".ts","363","17.33"
".wingman-backups\discovery-unified-comms-20260717-114353\src\wingman2\lib\situationalConstraints.ts",".ts","363","17.33"
".wingman-backups\discovery-unified-comms-20260717-110557\src\wingman2\lib\situationalConstraints.ts",".ts","363","17.33"
".wingman-backups\discovery-unified-comms-20260717-111425\src\wingman2\lib\situationalConstraints.ts",".ts","363","17.33"
".wingman-backups\discovery-unified-comms-20260717-115102\src\wingman2\lib\situationalConstraints.ts",".ts","363","17.33"
"_backups\retire-finder-feature-sweep-v4-20260720-085242\files\src\wingman2\layout\AppShell.tsx",".tsx","363","12.07"
".wingman-backups\discovery-unified-comms-20260717-110358\src\wingman2\lib\situationalConstraints.ts",".ts","363","17.33"
".wingman-backups\discovery-unified-comms-20260717-115522\src\wingman2\lib\situationalConstraints.ts",".ts","363","17.33"
".wingman-backups\discovery-unified-comms-20260717-110839\src\wingman2\lib\situationalConstraints.ts",".ts","363","17.33"
"src\wingman2\logic\usbPathValidator.ts",".ts","361","9.71"
".wingman-work\backups\20260811-125215\src\wingman2\logic\usbPathValidator.ts",".ts","361","9.71"
"src\wingman2\components\VoiceAnswerCaptureOverlay.tsx",".tsx","361","10.73"
".wingman-work\backups\20260811-125346\src\wingman2\logic\usbPathValidator.ts",".ts","361","9.71"
".wingman-work\backups\20260811-125821\src\wingman2\logic\usbPathValidator.ts",".ts","361","9.71"
"tools\audit-product-classifications-v2.mjs",".mjs","361","12.64"
".wingman-work\backups\20260811-125821\src\wingman2\components\VoiceAnswerCaptureOverlay.tsx",".tsx","361","10.73"
".wingman-work\backups\20260811-125346\src\wingman2\components\VoiceAnswerCaptureOverlay.tsx",".tsx","361","10.73"
".wingman-work\backups\20260811-125215\src\wingman2\components\VoiceAnswerCaptureOverlay.tsx",".tsx","361","10.73"
".wingman-work\backups\20260811-125821\src\wingman2\components\HubCardArt.tsx",".tsx","359","16.79"
".wingman-work\backups\20260811-125215\src\wingman2\components\HubCardArt.tsx",".tsx","359","16.79"
".wingman-work\backups\20260811-125346\src\wingman2\components\HubCardArt.tsx",".tsx","359","16.79"
"src\wingman2\components\HubCardArt.tsx",".tsx","359","16.79"
"archive\_wingman_backup_compare_filter_logic_guard_20260615-123108\src\wingman2\components\workflow\WorkflowAlphaNumericFilter.tsx",".tsx","357","10.17"
"archive\_wingman_backup_restore_sweeping_guru_20260614-064242\src\wingman2\components\guru\GuruHelper.tsx",".tsx","355","9.55"
"archive\_wingman_backup_guru_icon_fix_20260614-051319\GuruHelper.tsx",".tsx","355","9.55"
".wingman-backups\dashboard-guru-20260712-092949\src\wingman2\components\WingmanGuruFab.tsx",".tsx","355","8.79"
"archive\_wingman_backup_before_compare_restore_20260614-052137\src_wingman2_components_guru_GuruHelper.tsx",".tsx","355","9.56"
"archive\_wingman_backup_compare_native_cleanup_20260615-133847\src\wingman2\components\workflow\WorkflowAlphaNumericFilter.tsx",".tsx","355","10.14"
"archive\_wingman_backup_restore_global_guru_20260614-064442\src\wingman2\components\guru\GuruHelper.tsx",".tsx","355","9.55"
"archive\_wingman_backup_mic_scope_20260614-061410\GuruHelper.tsx",".tsx","355","9.55"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\guru\GuruHelper.tsx",".tsx","355","9.55"
".wingman-backups\app-style-consistency-20260710-213625\AppShell.tsx",".tsx","354","11.74"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_dashboard_compact_shell_20260630-094748\src\wingman2\pages\DashboardPage.tsx",".tsx","352","11.65"
"archive\_wingman_backup_guru_repair_20260614-051054\src\wingman2\components\guru\GuruHelper.tsx",".tsx","349","9.37"
"archive\backups\compare-page-gate-fix-2026-06-08_10-56-21\src\wingman2\pages\ComparePageNew.tsx",".tsx","349","13.63"
"archive\_wingman_backup_ip300_compare_fix_20260614-093023\wyrestormCompareDirectCandidateMap.ts",".ts","348","11.92"
"archive\_wingman_backup_pre_compare_cleanup_20260614-083913\src\wingman2\lib\wyrestormCompareDirectCandidateMap.ts",".ts","348","11.92"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\lib\productStoryEngine.ts",".ts","347","20.52"
".wingman-backups\verified-proposal-templates-20260710-200928\files\src\wingman2\lib\customRoomTemplates.ts",".ts","346","13.47"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\__tests__\documentExtract.test.ts",".ts","345","13.83"
"archive\_wingman_backup_actual_sku_alpha_filter_20260615-122021\src\wingman2\components\workflow\WorkflowAlphaNumericFilter.tsx",".tsx","344","9.42"
"src\wingman2\pages\DashboardPage.tsx",".tsx","342","10.72"
".wingman-work\backups\20260811-125346\src\wingman2\pages\DashboardPage.tsx",".tsx","342","10.72"
".wingman-work\backups\20260811-125215\src\wingman2\pages\DashboardPage.tsx",".tsx","342","10.72"
".wingman-work\backups\20260811-125821\src\wingman2\pages\DashboardPage.tsx",".tsx","342","10.72"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\data\competitorSourceFeeds.ts",".ts","341","10.36"
"_backups\retire-finder-feature-sweep-v4-20260720-085242\files\tools\audit-wingman-engine-routing.mjs",".mjs","341","11.09"
"tools\audit-wingman-engine-routing.mjs",".mjs","341","11.13"
"_backups\retire-finder-feature-sweep-v5-20260720-085648\files\tools\audit-wingman-engine-routing.mjs",".mjs","341","11.09"
"_backups\retire-finder-feature-sweep-v3-20260720-084642\files\tools\audit-wingman-engine-routing.mjs",".mjs","341","11.09"
"src\wingman2\lib\competitorMatchDecisionLedger.ts",".ts","340","9.22"
".wingman-work\backups\20260811-125215\src\wingman2\lib\competitorMatchDecisionLedger.ts",".ts","340","9.22"
".wingman-work\backups\20260811-125346\src\wingman2\lib\competitorMatchDecisionLedger.ts",".ts","340","9.22"
".wingman-work\backups\20260811-125821\src\wingman2\lib\competitorMatchDecisionLedger.ts",".ts","340","9.22"
"_backups\retire-finder-feature-sweep-v5-20260720-085648\files\src\wingman2\pages\DashboardPage.tsx",".tsx","339","10.68"
"_backups\retire-finder-feature-sweep-v4-20260720-085242\files\src\wingman2\pages\DashboardPage.tsx",".tsx","339","10.68"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\logic\productClassifier.ts",".ts","338","13.09"
".wingman-work\backups\20260811-125346\src\wingman2\lib\compareSpecEngine.test.ts",".ts","336","13.24"
".wingman-work\backups\20260811-125215\src\wingman2\lib\compareSpecEngine.test.ts",".ts","336","13.24"
".wingman-work\backups\20260811-125821\src\wingman2\lib\compareSpecEngine.test.ts",".ts","336","13.24"
"src\wingman2\lib\compareSpecEngine.test.ts",".ts","336","13.24"
"_backups\retire-finder-feature-sweep-v3-20260720-084642\files\tools\check-product-matching-scenarios.mjs",".mjs","335","13.16"
"_backups\retire-finder-feature-sweep-v5-20260720-085648\files\tools\check-product-matching-scenarios.mjs",".mjs","335","13.16"
"_backups\retire-finder-feature-sweep-v4-20260720-085242\files\tools\check-product-matching-scenarios.mjs",".mjs","335","13.16"
"server\shared\product-classification.mjs",".mjs","333","11.94"
".wingman-work\backups\20260811-125821\src\wingman2\lib\productCallCardClassification.test.ts",".ts","333","9.85"
"tools\stabilise-product-call-cards-gallery-examples.mjs",".mjs","333","9.74"
".wingman-work\backups\20260811-125215\src\wingman2\lib\productCallCardClassification.test.ts",".ts","333","9.85"
".wingman-work\backups\20260811-125346\src\wingman2\lib\productCallCardClassification.test.ts",".ts","333","9.85"
"src\wingman2\lib\productCallCardClassification.test.ts",".ts","333","9.85"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\components\WingmanGuruFab.tsx",".tsx","331","8.66"
"tools\repair-product-call-card-accessory-language.mjs",".mjs","331","11.2"
"tools\load-test.mjs",".mjs","331","9.5"
"tools\draft-technical-profiles-batch1.mjs",".mjs","329","18.6"
"src\wingman2\data\wingmanLanguage.ts",".ts","327","7.66"
".wingman-work\backups\20260811-125215\src\wingman2\data\wingmanLanguage.ts",".ts","327","7.66"
".wingman-work\backups\20260811-125346\src\wingman2\data\wingmanLanguage.ts",".ts","327","7.66"
".wingman-work\backups\20260811-125821\src\wingman2\data\wingmanLanguage.ts",".ts","327","7.66"
"src\wingman2\lib\recommendationEvidence.priority3.test.ts",".ts","326","13.76"
".wingman-work\backups\20260811-125215\src\wingman2\lib\recommendationEvidence.priority3.test.ts",".ts","326","13.76"
".wingman-work\backups\20260811-125346\src\wingman2\lib\recommendationEvidence.priority3.test.ts",".ts","326","13.76"
".wingman-work\backups\20260811-125821\src\wingman2\lib\recommendationEvidence.priority3.test.ts",".ts","326","13.76"
"tools\check-product-matching-scenarios.mjs",".mjs","326","12.92"
"archive\_wingman_backup_compare_workflow_cleanup_20260613-214444\src\wingman2\components\compare\CompareWirelessPresentationOverride.tsx",".tsx","324","10.07"
"data\governance\avoip-technology-registry.json",".json","324","8.9"
".wingman-work\backups\20260811-125346\src\wingman2\pages\TemplateReviewPage.tsx",".tsx","322","24.4"
".wingman-work\backups\20260811-125821\src\wingman2\pages\TemplateReviewPage.tsx",".tsx","322","24.4"
"src\wingman2\pages\TemplateReviewPage.tsx",".tsx","322","24.4"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\pages\VideowallBuilderPage.tsx",".tsx","322","12.37"
".wingman-work\backups\20260811-125215\src\wingman2\pages\TemplateReviewPage.tsx",".tsx","322","24.4"
"archive\_wingman_backup_guru_single_instance_20260614-063825\src\wingman2\data\workflowHandoff.ts",".ts","321","13.08"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_apo_dg2_dependency_rule_20260706-112917\src\__tests__\compareWorkflowRendered.test.tsx",".tsx","321","13.57"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_lightware_mmx6x2_csv_and_test_20260706-112118\compareWorkflowRendered.test.tsx",".tsx","320","13.5"
"archive\repo-cleanup-20260709-050830\root-backups\_wingman_backup_compare_render_test_20260706-105419\compareWorkflowRendered.test.tsx",".tsx","320","13.49"
